speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
smeargle,Smeargle,97.8,,,,,LOCK_ON,V_CREATE,LEAF_BLADE,100,100,100,91.1,stunfisk_galarian:774;bastiodon:751;jellicent:848;bronzor:644;shuckle_shadow:614,wobbuffet:338;wynaut:492;wobbuffet_shadow:419;deino:494;altaria:391
ekans_shadow,Ekans (Shadow),59.3,,,,,POISON_STING,POISON_FANG,WRAP,44.2,46.8,58.5,36.4,nidoqueen_shadow:626;cottonee:679;marill:526;wigglytuff:600;spritzee:640,stunfisk_galarian:163;smeargle:274;wobbuffet:414;bastiodon:193;jellicent:438
numel,Numel,59.3,,,,,EMBER,STOMP,BULLDOZE,57.9,40.7,52.2,48.3,stunfisk_galarian:728;victreebel_shadow:553;cottonee:611;pachirisu:675;spritzee:521,bastiodon:356;bronzor:357;smeargle:207;shuckle_shadow:315;nidoqueen_shadow:443
skuntank,Skuntank,59.3,,,,,POISON_JAB,CRUNCH,SLUDGE_BOMB,42.8,43.9,58.2,43.8,jellicent:505;marill:600;cottonee:638;victreebel_shadow:544;budew:527,bastiodon:268;wobbuffet:400;smeargle:225;stunfisk_galarian:107;bronzor:323
slowpoke_galarian,Slowpoke (Galarian),59.3,,,,,CONFUSION,SURF,PSYSHOCK,48.7,48.7,58.4,47.6,bastiodon:517;nidoqueen_shadow:756;victreebel_shadow:666;skorupi_shadow:893;gloom_shadow:589,stunfisk_galarian:219;smeargle:288;shuckle:398;bronzor:284;jellicent:300
greedent,Greedent,59.2,,,,,BULLET_SEED,BODY_SLAM,CRUNCH,44.5,52.8,59.1,28.9,jellicent:754;nidoqueen_shadow:593;marowak_alolan:549;seel:553;sandshrew_alolan:504,stunfisk_galarian:331;bastiodon:406;smeargle:225;bronzor:303;wobbuffet:329
grimer,Grimer,59.2,,,,,POISON_JAB,MUD_BOMB,SLUDGE_BOMB,45.1,54.3,54.8,43.8,cottonee:757;marill:631;victreebel_shadow:585;wigglytuff:646;budew:606,bastiodon:387;smeargle:337;stunfisk_galarian:107;wobbuffet:319;bronzor:211
lapras,Lapras,59.2,,,,,ICE_SHARD,SURF,SKULL_BASH,37.8,59.2,55.9,43.5,skorupi_shadow:623;skorupi:628;sandslash_alolan:589;seel:559;mawile_shadow:524,stunfisk_galarian:219;bastiodon:343;smeargle:322;nidoqueen_shadow:493;wobbuffet:234
salamence_shadow,Salamence (Shadow),59.2,,,,,DRAGON_TAIL,OUTRAGE,FIRE_BLAST,42,46.2,51.4,58,jellicent:731;victreebel_shadow:686;marowak_alolan:731;budew:626;pachirisu:544,stunfisk_galarian:326;smeargle:388;wobbuffet:329;nidoqueen_shadow:475;bastiodon:125
slowpoke_shadow,Slowpoke (Shadow),59.2,,,,,CONFUSION,PSYSHOCK,WATER_PULSE,48.5,47.8,54.4,52.2,bastiodon:525;nidoqueen_shadow:782;marill:508;skorupi_shadow:858;skorupi:893,stunfisk_galarian:290;smeargle:225;jellicent:355;bronzor:257;wobbuffet:272
dugtrio_alolan,Dugtrio (Alolan),59.1,,,,,MUD_SLAP,MUD_BOMB,IRON_HEAD,63.5,38.4,50.8,51.3,stunfisk_galarian:676;bastiodon:823;bronzor:647;nidoqueen_shadow:892;pachirisu:833,shuckle_shadow:398;jellicent:400;shuckle:375;smeargle:188;wobbuffet:165
grimer_shadow,Grimer (Shadow),59.1,,,,,POISON_JAB,MUD_BOMB,SLUDGE_BOMB,46.3,53.5,53.5,46.7,cottonee:797;victreebel_shadow:611;marill:555;wigglytuff:606;budew:540,bastiodon:431;smeargle:407;wobbuffet:378;stunfisk_galarian:107;jellicent:294
leafeon,Leafeon,59.1,,,,,BULLET_SEED,LEAF_BLADE,LAST_RESORT,41.9,34.5,65.3,24.6,jellicent:788;marill:652;seel:669;vileplume:533;gloom:533,stunfisk_galarian:474;bastiodon:356;wobbuffet:325;shuckle_shadow:303;bronzor:226
nidorino_shadow,Nidorino (Shadow),59.1,,,,,POISON_JAB,SLUDGE_BOMB,HORN_ATTACK,47,50.2,53.4,46.3,nidoqueen_shadow:620;cottonee:783;victreebel_shadow:518;marill:554;wigglytuff:602,stunfisk_galarian:204;smeargle:370;wobbuffet:376;jellicent:350;bastiodon:131
pyroar,Pyroar,59.1,,,,,FIRE_FANG,FLAME_CHARGE,OVERHEAT,58.4,44.5,50.7,54.7,stunfisk_galarian:767;victreebel_shadow:683;cottonee:605;wigglytuff:507;budew:661,smeargle:277;bastiodon:225;bronzor:380;jellicent:416;shuckle:238
skiploom,Skiploom,59.1,,,,,BULLET_SEED,GRASS_KNOT,DAZZLING_GLEAM,52.1,43.2,56.2,28.7,stunfisk_galarian:605;marill:657;victreebel_shadow:678;wobbuffet_shadow:600;budew:631,smeargle:407;bastiodon:312;wobbuffet:374;bronzor:257;jellicent:255
frillish,Frillish,59,,,,,HEX,ICE_BEAM,OMINOUS_WIND,49.7,44,56.5,33.1,stunfisk_galarian:615;wobbuffet:567;nidoqueen_shadow:548;wynaut:567;wobbuffet_shadow:554,bastiodon:356;bronzor:246;jellicent:300;shuckle_shadow:226;marill:474
minccino,Minccino,59,,,,,CHARM,AQUA_TAIL,THUNDERBOLT,43.4,57,50.2,56.8,jellicent:727;stunky_shadow:520;stunky:510;deino:818;dusclops_shadow:671,bastiodon:462;stunfisk_galarian:280;smeargle:270;shuckle_shadow:291;nidoqueen_shadow:356
probopass_shadow,Probopass (Shadow),59,,,,,SPARK,ROCK_SLIDE,THUNDERBOLT,52.5,33.1,52.6,37.1,bastiodon:701;shuckle_shadow:567;jellicent:597;wigglytuff:597;cottonee:544,stunfisk_galarian:178;smeargle:318;shuckle:488;bronzor:338;nidoqueen_shadow:450
scolipede,Scolipede,59,,,,,POISON_JAB,X_SCISSOR,SLUDGE_BOMB,45.2,42.7,57.8,43.5,wynaut:725;victreebel_shadow:625;cottonee:650;wobbuffet_shadow:725;marill:516,stunfisk_galarian:229;wobbuffet:336;jellicent:361;smeargle:181;nidoqueen_shadow:387
charmander_shadow,Charmander (Shadow),58.9,,,,,EMBER,FLAME_CHARGE,FLAMETHROWER,58,44.8,49.1,52.2,stunfisk_galarian:733;victreebel_shadow:707;cottonee:532;budew:649;chikorita:818,smeargle:285;bastiodon:225;bronzor:419;jellicent:327;wobbuffet:265
clamperl,Clamperl,58.9,,,,,WATER_GUN,BODY_SLAM,ICE_BEAM,47.8,50.2,52.2,46.8,bastiodon:523;nidoqueen_shadow:570;marowak_alolan:804;skorupi:570;mawile_shadow:656,stunfisk_galarian:494;smeargle:225;bronzor:276;wobbuffet:280;shuckle_shadow:279
dugtrio_shadow,Dugtrio (Shadow),58.9,,,,,MUD_SLAP,MUD_BOMB,STONE_EDGE,61.7,39.1,50.2,52.3,stunfisk_galarian:784;bastiodon:741;nidoqueen_shadow:732;marowak_alolan:681;pachirisu:853,bronzor:388;jellicent:438;shuckle:416;smeargle:207;shuckle_shadow:291
golduck_shadow,Golduck (Shadow),58.9,,,,,WATER_GUN,CROSS_CHOP,ICE_BEAM,56.1,47.9,50.5,49.3,stunfisk_galarian:784;shuckle_shadow:520;nidoqueen_shadow:527;marowak_alolan:743;mawile_shadow:625,bastiodon:400;wobbuffet:363;bronzor:303;smeargle:170;jellicent:261
mantyke,Mantyke,58.9,,,,,BUBBLE,AERIAL_ACE,ICE_BEAM,47.5,43.7,54.5,37.9,stunfisk_galarian:589;marowak_alolan:547;mawile_shadow:691;sandslash_alolan:527;forretress:705,bastiodon:356;smeargle:322;nidoqueen_shadow:443;bronzor:257;wobbuffet:251
nidoran_male,Nidoran♂,58.9,,,,,POISON_STING,BODY_SLAM,SLUDGE_BOMB,44,48.3,59.3,31.4,marill:550;cottonee:634;victreebel_shadow:539;wigglytuff:550;budew:629,stunfisk_galarian:178;smeargle:288;bastiodon:200;wobbuffet:348;nidoqueen_shadow:437
sandshrew_shadow,Sandshrew (Shadow),58.9,,,,,MUD_SHOT,ROCK_SLIDE,SAND_TOMB,63.1,42.2,48.3,29.9,stunfisk_galarian:782;bastiodon:769;jellicent:724;nidoqueen_shadow:692;marowak_alolan:685,bronzor:380;smeargle:185;shuckle:339;wobbuffet:295;shuckle_shadow:250
dwebble,Dwebble,58.8,,,,,SMACK_DOWN,X_SCISSOR,ROCK_BLAST,36.4,44.7,52.8,52.5,marowak_alolan:769;skorupi_shadow:878;togekiss:583;skorupi:576;golbat:788,stunfisk_galarian:147;smeargle:211;wobbuffet:340;jellicent:372;shuckle_shadow:333
magnezone,Magnezone,58.8,,,,,SPARK,WILD_CHARGE,MIRROR_SHOT,45.2,41.1,61.5,37.1,bastiodon:533;jellicent:550;marill:758;wigglytuff:533;spritzee:533,stunfisk_galarian:193;bronzor:303;wobbuffet:274;nidoqueen_shadow:400;shuckle_shadow:250
mankey,Mankey,58.8,,,,,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK,53.3,37.6,53.8,36.3,stunfisk_galarian:802;bastiodon:704;sandslash_alolan:781;sandshrew_alolan:697;forretress:725,smeargle:211;shuckle_shadow:351;wobbuffet:217;shuckle:226;jellicent:211
sealeo,Sealeo,58.8,,,,,POWDER_SNOW,BODY_SLAM,AURORA_BEAM,40.6,64.4,51,43.7,nidoqueen_shadow:656;cottonee:536;skorupi_shadow:604;skorupi:640;sandslash_alolan:541,stunfisk_galarian:321;bastiodon:268;smeargle:237;wobbuffet:274;bronzor:219
charmeleon,Charmeleon,58.7,,,,,EMBER,FIRE_PUNCH,RETURN,56.3,42.5,54.4,47.7,stunfisk_galarian:711;victreebel_shadow:718;cottonee:647;budew:612;gloom_shadow:704,bronzor:457;smeargle:225;bastiodon:156;nidoqueen_shadow:456;wobbuffet:300
duskull_shadow,Duskull (Shadow),58.7,,,,,HEX,OMINOUS_WIND,SHADOW_SNEAK,47.5,44.9,61.5,34.2,wobbuffet:700;nidoqueen_shadow:564;wynaut:700;wobbuffet_shadow:714;sandslash_alolan:550,stunfisk_galarian:387;bastiodon:456;bronzor:419;shuckle_shadow:279;jellicent:300
ferroseed,Ferroseed,58.7,,,,,METAL_CLAW,IRON_HEAD,FLASH_CANNON,50.1,39.9,61.5,46.1,shuckle_shadow:587;victreebel_shadow:732;cottonee:645;marill:529;wigglytuff:610,bastiodon:487;stunfisk_galarian:168;shuckle:392;jellicent:333;bronzor:234
lampent,Lampent,58.7,,,,,EMBER,ENERGY_BALL,FLAME_BURST,58,40.5,50,51.5,stunfisk_galarian:750;nidoqueen_shadow:675;victreebel_shadow:695;cottonee:614;budew:594,bastiodon:225;smeargle:270;bronzor:373;wobbuffet:402;jellicent:250
aerodactyl_shadow,Aerodactyl (Shadow),58.6,,,,,ROCK_THROW,ROCK_SLIDE,EARTH_POWER,39.9,48.2,49.8,60.3,jellicent:637;marowak_alolan:826;skorupi_shadow:862;skorupi:891;togekiss:565,stunfisk_galarian:229;smeargle:329;nidoqueen_shadow:443;bastiodon:131;wobbuffet:270
barbaracle,Barbaracle,58.6,,,,,FURY_CUTTER,STONE_EDGE,CROSS_CHOP,43.4,46.4,58.8,35.6,bastiodon:537;marowak_alolan:560;skorupi_shadow:598;skorupi:636;sandslash_alolan:787,stunfisk_galarian:372;jellicent:483;shuckle_shadow:369;shuckle:351;nidoqueen_shadow:406
cherrim_sunny,Cherrim (Sunshine),58.6,,,,,BULLET_SEED,WEATHER_BALL_FIRE,SOLAR_BEAM,51.9,35.8,61.6,25.3,stunfisk_galarian:527;bastiodon:561;marill:636;victreebel_shadow:561;pachirisu:506,bronzor:342;jellicent:411;wobbuffet:331;shuckle:285;shuckle_shadow:250
diglett_shadow,Diglett (Shadow),58.6,,,,,MUD_SLAP,MUD_BOMB,ROCK_TOMB,61.3,38,49.7,52.3,stunfisk_galarian:780;bastiodon:736;nidoqueen_shadow:728;marowak_alolan:675;pachirisu:850,bronzor:426;jellicent:438;smeargle:207;shuckle:363;shuckle_shadow:291
lugia,Lugia,58.6,,,,,DRAGON_TAIL,SKY_ATTACK,AEROBLAST,45,45.5,62.5,45.4,wynaut:770;wobbuffet_shadow:756;victreebel_shadow:645;budew:576;gloom_shadow:583,stunfisk_galarian:443;wobbuffet:487;bastiodon:175;smeargle:211;bronzor:323
pansear,Pansear,58.6,,,,,FIRE_SPIN,FLAME_CHARGE,CRUNCH,48.3,39.7,54.7,41.2,victreebel_shadow:685;cottonee:601;budew:629;gloom_shadow:646;whimsicott:595,stunfisk_galarian:418;smeargle:407;bronzor:434;bastiodon:193;wobbuffet:291
venomoth_shadow,Venomoth (Shadow),58.6,,,,,INFESTATION,POISON_FANG,BUG_BUZZ,43.3,40.2,61.9,34,wobbuffet:842;wynaut:842;wobbuffet_shadow:842;cottonee:616;victreebel_shadow:623,stunfisk_galarian:219;jellicent:488;nidoqueen_shadow:356;smeargle:114;bastiodon:68
basculin,Basculin,58.5,,,,,WATER_GUN,AQUA_TAIL,MUDDY_WATER,55.6,45.9,49.5,46.4,stunfisk_galarian:784;nidoqueen_shadow:576;marowak_alolan:784;mawile_shadow:687;sandslash_alolan:541,bastiodon:456;shuckle_shadow:476;bronzor:307;smeargle:170;wobbuffet:289
nosepass_shadow,Nosepass (Shadow),58.5,,,,,SPARK,ROCK_SLIDE,ROCK_BLAST,42.3,52.5,57.1,39.7,cottonee:514;wigglytuff:536;marowak_alolan:644;whimsicott:536;slurpuff:536,bastiodon:418;stunfisk_galarian:168;smeargle:248;shuckle:446;shuckle_shadow:386
pidgeot,Pidgeot,58.5,,,,,GUST,FEATHER_DANCE,BRAVE_BIRD,46.3,57,52.3,53.9,jellicent:746;nidoqueen_shadow:555;victreebel_shadow:703;marill:549;cottonee:524,stunfisk_galarian:209;smeargle:318;bronzor:284;wobbuffet:312;bastiodon:100
rapidash_galarian,Rapidash (Galarian),58.5,,,,,PSYCHO_CUT,BODY_SLAM,PLAY_ROUGH,34.4,46.3,68.9,28.9,jellicent:547;wobbuffet_shadow:507;marowak_alolan:547;seel:611;golbat:658,stunfisk_galarian:234;bastiodon:243;smeargle:244;wobbuffet:325;wynaut:451
skuntank_shadow,Skuntank (Shadow),58.5,,,,,POISON_JAB,CRUNCH,FLAMETHROWER,43.2,43.7,54.5,46.8,cottonee:666;victreebel_shadow:572;marill:522;whimsicott:666;chikorita:511,bastiodon:300;smeargle:270;wobbuffet:442;bronzor:334;stunfisk_galarian:107
delcatty,Delcatty,58.4,,,,,CHARM,WILD_CHARGE,DISARMING_VOICE,40.1,57,48.8,57,jellicent:727;stunky_shadow:522;wooper_shadow:534;deino:795;dusclops_shadow:846,stunfisk_galarian:280;bastiodon:331;smeargle:270;wobbuffet:236;nidoqueen_shadow:350
noctowl,Noctowl,58.4,,,,,WING_ATTACK,SKY_ATTACK,PSYCHIC,43.8,47.3,57.5,40.3,jellicent:755;victreebel_shadow:673;cottonee:535;marowak_alolan:596;budew:637,stunfisk_galarian:397;smeargle:159;bronzor:223;wobbuffet:251;nidoqueen_shadow:318
fraxure,Fraxure,58.3,,,,,DRAGON_TAIL,DRAGON_CLAW,NIGHT_SLASH,40.8,50.5,54.7,49.9,jellicent:560;nidoqueen_shadow:568;victreebel_shadow:590;marowak_alolan:674;gloom_shadow:575,stunfisk_galarian:290;smeargle:288;bastiodon:181;wobbuffet:385;bronzor:269
garchomp,Garchomp,58.3,,,,,DRAGON_TAIL,SAND_TOMB,OUTRAGE,53,52.4,46.4,51.5,bastiodon:616;jellicent:664;nidoqueen_shadow:719;marowak_alolan:753;pachirisu:739,stunfisk_galarian:392;smeargle:307;shuckle:398;shuckle_shadow:315;wobbuffet:300
breloom,Breloom,58.2,,,,,COUNTER,DYNAMIC_PUNCH,GRASS_KNOT,55.7,37.3,48.5,52.2,stunfisk_galarian:872;bastiodon:745;sandslash_alolan:728;sandshrew_alolan:728;stunky_shadow:593,smeargle:329;shuckle_shadow:327;shuckle:327;jellicent:233;bronzor:157
feraligatr,Feraligatr,58.2,,,,,WATER_GUN,HYDRO_CANNON,CRUNCH,48.9,47.2,55.3,47.1,bastiodon:542;nidoqueen_shadow:550;marowak_alolan:778;sandslash_alolan:735;mawile_shadow:600,stunfisk_galarian:413;bronzor:380;smeargle:225;shuckle_shadow:351;wobbuffet:338
tirtouga,Tirtouga,58.2,,,,,WATER_GUN,SURF,BODY_SLAM,51.1,47.3,46.8,47.3,bastiodon:673;nidoqueen_shadow:780;marowak_alolan:833;skorupi_shadow:626;mawile_shadow:780,stunfisk_galarian:454;bronzor:334;shuckle_shadow:333;jellicent:338;shuckle:315
dewgong,Dewgong,58.1,,,,,ICE_SHARD,ICY_WIND,WATER_PULSE,49.4,53.5,44.8,45,stunfisk_galarian:561;nidoqueen_shadow:694;cottonee:588;skorupi:583;sandslash_alolan:627,bastiodon:212;bronzor:319;jellicent:361;smeargle:181;shuckle_shadow:244
poliwhirl_shadow,Poliwhirl (Shadow),58.1,,,,,MUD_SHOT,MUD_BOMB,SCALD,59.8,49.1,42.3,29.3,stunfisk_galarian:815;bastiodon:666;marowak_alolan:744;sandslash_alolan:833;skorupi_shadow:505,bronzor:388;smeargle:214;shuckle:386;jellicent:350;shuckle_shadow:261
rhydon,Rhydon,58.1,,,,,MUD_SLAP,STONE_EDGE,SURF,63.3,34.3,48.5,49,stunfisk_galarian:762;bastiodon:769;nidoqueen_shadow:865;marowak_alolan:833;pachirisu:769,bronzor:430;shuckle:470;jellicent:388;shuckle_shadow:345;smeargle:151
exeggutor_alolan,Exeggutor (Alolan),58,,,,,DRAGON_TAIL,SEED_BOMB,DRAGON_PULSE,41.9,45.9,51.4,51.5,jellicent:608;victreebel_shadow:716;marowak_alolan:567;budew:675;pachirisu:648,stunfisk_galarian:255;bastiodon:231;smeargle:262;wobbuffet:336;shuckle_shadow:273
nidorino,Nidorino,58,,,,,POISON_JAB,SLUDGE_BOMB,HORN_ATTACK,42.9,49.3,54.5,44.7,cottonee:746;marill:638;victreebel_shadow:560;wigglytuff:620;spritzee:662,stunfisk_galarian:188;smeargle:307;wobbuffet:321;bastiodon:131;nidoqueen_shadow:400
zubat_shadow,Zubat (Shadow),58,,,,,QUICK_ATTACK,POISON_FANG,AIR_CUTTER,42.6,50.4,52.5,40.9,victreebel_shadow:675;cottonee:696;wigglytuff:627;budew:723;spritzee:664,stunfisk_galarian:204;smeargle:300;wobbuffet:331;nidoqueen_shadow:331;jellicent:222
bibarel,Bibarel,57.9,,,,,WATER_GUN,SURF,HYPER_FANG,51.1,45.8,51.6,47.4,bastiodon:565;jellicent:613;nidoqueen_shadow:577;marowak_alolan:815;sandslash_alolan:779,stunfisk_galarian:454;smeargle:259;bronzor:357;shuckle_shadow:309;shuckle:321
crustle,Crustle,57.9,,,,,FURY_CUTTER,ROCK_SLIDE,X_SCISSOR,36.4,57.4,62.1,31.9,marowak_alolan:507;chikorita:723;skorupi:544;sandslash_alolan:694;sandshrew_alolan:664,stunfisk_galarian:224;smeargle:351;wobbuffet:423;jellicent:400;shuckle:351
fletchinder,Fletchinder,57.9,,,,,EMBER,FLAME_CHARGE,AERIAL_ACE,48.5,40.8,53.5,50,victreebel_shadow:843;cottonee:593;budew:725;gloom_shadow:781;vileplume_shadow:812,stunfisk_galarian:464;smeargle:288;bronzor:407;wobbuffet:329;nidoqueen_shadow:456
rhyperior,Rhyperior,57.9,,,,,MUD_SLAP,ROCK_WRECKER,SURF,63.1,33.9,48.8,49,stunfisk_galarian:756;bastiodon:763;nidoqueen_shadow:861;marowak_alolan:828;pachirisu:756,shuckle_shadow:452;shuckle:476;jellicent:416;bronzor:311;smeargle:151
lapras_shadow,Lapras (Shadow),57.8,,,,,ICE_SHARD,SURF,SKULL_BASH,39.2,53.2,52.5,43.7,nidoqueen_shadow:564;skorupi_shadow:584;skorupi:623;sandslash_alolan:772;seel:539,stunfisk_galarian:290;smeargle:381;wobbuffet:297;bastiodon:137;shuckle_shadow:250
petilil,Petilil,57.8,,,,,CHARM,SEED_BOMB,ENERGY_BALL,38.6,52.9,49.4,56.7,victreebel_shadow:543;torterra_shadow:606;wooper_shadow:562;deino:775;bayleef:625,stunfisk_galarian:326;bastiodon:256;jellicent:461;smeargle:185;wobbuffet:259
ponyta,Ponyta,57.8,,,,,EMBER,FLAME_CHARGE,STOMP,58.8,41.4,50.1,48.4,stunfisk_galarian:689;bronzor:568;victreebel_shadow:696;cottonee:568;budew:583,smeargle:277;bastiodon:206;wobbuffet:327;nidoqueen_shadow:406;jellicent:250
sharpedo_shadow,Sharpedo (Shadow),57.8,,,,,WATERFALL,CRUNCH,POISON_FANG,55.6,38.9,46.3,53.9,stunfisk_galarian:814;bronzor:692;nidoqueen_shadow:571;marowak_alolan:742;skorupi_shadow:607,bastiodon:406;smeargle:262;jellicent:427;shuckle_shadow:291;shuckle:297
whirlipede,Whirlipede,57.8,,,,,POISON_STING,SLUDGE_BOMB,SIGNAL_BEAM,45.4,43.2,58.8,30.5,victreebel_shadow:743;wynaut:625;cottonee:680;wobbuffet_shadow:631;marill:527,stunfisk_galarian:224;smeargle:255;bastiodon:200;wobbuffet:414;nidoqueen_shadow:331
eevee,Eevee,57.7,,,,,QUICK_ATTACK,BODY_SLAM,LAST_RESORT,39.9,63.1,53.1,34.7,wigglytuff:533;slurpuff:533;clefable:533;skorupi_shadow:600;skorupi:683,stunfisk_galarian:321;smeargle:270;bastiodon:218;jellicent:344;wobbuffet:300
ledian,Ledian,57.7,,,,,BUG_BITE,AERIAL_ACE,BUG_BUZZ,41.5,41.1,59.7,47,wobbuffet:629;wynaut:746;victreebel_shadow:697;wobbuffet_shadow:746;budew:808,stunfisk_galarian:219;bronzor:300;smeargle:181;bastiodon:131;shuckle:238
magmortar,Magmortar,57.7,,,,,KARATE_CHOP,FIRE_PUNCH,THUNDERBOLT,44.6,39.3,60.6,28.9,stunfisk_galarian:663;sandslash_alolan:795;mawile_shadow:573;sandshrew_alolan:795;forretress:647,smeargle:411;bastiodon:256;bronzor:330;jellicent:272;wobbuffet:195
moltres_shadow,Moltres (Shadow),57.7,,,,,FIRE_SPIN,SKY_ATTACK,OVERHEAT,58.4,34.7,49.7,45.4,stunfisk_galarian:843;wynaut:656;victreebel_shadow:731;wobbuffet_shadow:544;budew:671,wobbuffet:495;smeargle:270;bronzor:380;nidoqueen_shadow:375;jellicent:227
venusaur_shadow,Venusaur (Shadow),57.7,,,,,VINE_WHIP,FRENZY_PLANT,SLUDGE_BOMB,45.6,36.7,56.8,34.7,bastiodon:542;marill:619;victreebel_shadow:570;cottonee:542;budew:633,stunfisk_galarian:260;jellicent:461;wobbuffet:355;shuckle_shadow:321;smeargle:151
crobat,Crobat,57.6,,,,,AIR_SLASH,POISON_FANG,SHADOW_BALL,44.5,46,48.8,46.5,victreebel_shadow:763;wobbuffet_shadow:790;cottonee:567;wigglytuff:513;marowak_alolan:614,stunfisk_galarian:183;smeargle:325;jellicent:450;nidoqueen_shadow:443;wobbuffet:253
dusclops,Dusclops,57.6,,,,,HEX,FIRE_PUNCH,RETURN,49.1,49.1,56.3,35.7,wobbuffet:680;nidoqueen_shadow:581;wynaut:680;wobbuffet_shadow:655;skorupi_shadow:565,stunfisk_galarian:413;bastiodon:431;bronzor:357;jellicent:388;smeargle:159
pikachu_5th_anniversary,Pikachu (5th Anniversary),57.6,,,,,THUNDER_SHOCK,WILD_CHARGE,FLY,36.7,52.5,58.5,24.7,jellicent:756;wobbuffet_shadow:506;marowak_alolan:662;skorupi_shadow:533;skorupi:581,stunfisk_galarian:224;bastiodon:250;smeargle:292;wobbuffet:368;shuckle_shadow:250
pikachu_flying,Pikachu (Flying),57.6,,,,,THUNDER_SHOCK,WILD_CHARGE,FLY,36.7,52.5,58.5,24.7,jellicent:756;wobbuffet_shadow:506;marowak_alolan:662;skorupi_shadow:533;skorupi:581,stunfisk_galarian:224;bastiodon:250;smeargle:292;wobbuffet:368;shuckle_shadow:250
nuzleaf_shadow,Nuzleaf (Shadow),57.5,,,,,FEINT_ATTACK,LEAF_BLADE,FOUL_PLAY,47,38.6,56.8,42.4,bronzor:781;jellicent:835;seel:739;dusclops_shadow:803;jirachi:760,stunfisk_galarian:311;bastiodon:450;smeargle:181;shuckle_shadow:285;wobbuffet:257
spinda,Spinda,57.5,,,,,PSYCHO_CUT,ICY_WIND,ROCK_TOMB,44.7,56.8,54.5,27.6,jellicent:727;marowak_alolan:579;budew:511;whimsicott:528;skorupi_shadow:653,stunfisk_galarian:331;smeargle:344;bastiodon:268;shuckle:410;shuckle_shadow:285
houndour_shadow,Houndour (Shadow),57.4,,,,,EMBER,CRUNCH,FLAMETHROWER,53.9,38.2,53.4,53.4,stunfisk_galarian:705;bronzor:753;victreebel_shadow:671;budew:561;chikorita:801,smeargle:314;bastiodon:175;jellicent:272;wobbuffet:155;cottonee:364
hypno_shadow,Hypno (Shadow),57.4,,,,,CONFUSION,THUNDER_PUNCH,FIRE_PUNCH,45.1,47.9,51.6,49.4,nidoqueen_shadow:705;victreebel_shadow:611;budew:588;gloom_shadow:647;skorupi_shadow:852,stunfisk_galarian:250;bastiodon:325;smeargle:288;bronzor:357;jellicent:355
lileep,Lileep,57.4,,,,,BULLET_SEED,GRASS_KNOT,ANCIENT_POWER,48.7,52.5,55.6,29.5,bastiodon:565;marill:593;wigglytuff:505;pachirisu:664;slurpuff:505,stunfisk_galarian:454;smeargle:407;jellicent:383;shuckle:279;shuckle_shadow:220
monferno,Monferno,57.4,,,,,EMBER,FLAMETHROWER,LOW_SWEEP,55.8,40.5,51,48.4,stunfisk_galarian:681;victreebel_shadow:718;budew:587;gloom_shadow:700;oddish_shadow:700,bastiodon:268;smeargle:270;wobbuffet:361;shuckle_shadow:309;nidoqueen_shadow:456
piplup,Piplup,57.4,,,,,BUBBLE,DRILL_PECK,ICY_WIND,47.7,47.9,51,33.4,stunfisk_galarian:528;bastiodon:511;marowak_alolan:617;skorupi_shadow:567;skorupi:606,smeargle:281;nidoqueen_shadow:487;jellicent:344;shuckle_shadow:261;shuckle:255
quagsire,Quagsire,57.4,,,,,MUD_SHOT,EARTHQUAKE,STONE_EDGE,49.1,35,59.4,27.7,bastiodon:728;shuckle_shadow:585;shuckle:606;pachirisu:638;skorupi_shadow:675,stunfisk_galarian:387;bronzor:403;wobbuffet:287;nidoqueen_shadow:412;jellicent:172
swablu,Swablu,57.4,,,,,PECK,DISARMING_VOICE,AERIAL_ACE,42.7,43.1,59.1,49.7,jellicent:750;victreebel_shadow:755;marowak_alolan:608;budew:668;gloom_shadow:728,stunfisk_galarian:250;smeargle:248;bronzor:234;nidoqueen_shadow:381;bastiodon:112
simipour,Simipour,57.3,,,,,WATER_GUN,SURF,CRUNCH,57.3,42.5,48.6,46.7,stunfisk_galarian:787;shuckle_shadow:554;nidoqueen_shadow:609;marowak_alolan:746;mawile_shadow:630,bastiodon:456;bronzor:357;wobbuffet:374;smeargle:170;shuckle:297
snubbull_shadow,Snubbull (Shadow),57.3,,,,,BITE,CRUNCH,BRICK_BREAK,45.9,53.1,47.4,53.8,jellicent:793;marowak_alolan:741;sandslash_alolan:672;forretress:580;sandshrew_alolan:632,stunfisk_galarian:433;bastiodon:268;wobbuffet:410;bronzor:361;smeargle:225
zapdos,Zapdos,57.3,,,,,THUNDER_SHOCK,DRILL_PECK,THUNDER,36.3,49.4,60.7,27.6,jellicent:765;marill:537;marowak_alolan:628;budew:621;chikorita:787,stunfisk_galarian:285;smeargle:285;wobbuffet:331;bronzor:288;bastiodon:106
zubat,Zubat,57.3,,,,,QUICK_ATTACK,POISON_FANG,SLUDGE_BOMB,44.7,48.6,51.1,41.5,victreebel_shadow:728;cottonee:734;wigglytuff:664;budew:771;spritzee:659,stunfisk_galarian:209;smeargle:244;wobbuffet:412;nidoqueen_shadow:443;jellicent:305
