speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
corsola_galarian,Corsola (Galarian),98.6,99.3,163,139,2252,ASTONISH,NIGHT_SHADE,POWER_GEM,100,86.4,98.9,100,kingdra:629;cramorant:615;altaria:600;dragonair_shadow:597;cradily:521,furret:293;snorlax:296;aurorus:408;quagsire_shadow:493;lapras:494
crobat_shadow,Crobat (Shadow),80.4,121.2,118.1,129,1847,GUST,AIR_CUTTER,POISON_FANG,78.6,73.7,76.2,59.5,jumpluff:903;annihilape_shadow:891;altaria:717;jellicent:511;vigoroth:507,cramorant:301;kingdra:322;dragonair_shadow:338;corsola_galarian:413;cradily:444
diggersby_shadow,Diggersby (Shadow),80.4,95.7,140.3,174,2337,MUD_SHOT,SCORCHING_SANDS,FIRE_PUNCH,80.2,66.7,82,67.6,corsola_galarian:761;stunfisk:652;ninetales_shadow:612;snorlax:603;aurorus:534,cramorant:138;altaria:275;kingdra:398;dragonair_shadow:448;cradily:489
flapple,Flapple,80.4,138.1,100.1,117,1618,DRAGON_BREATH,SEED_BOMB,DRAGON_PULSE,77.3,73.4,72.5,52.6,quagsire_shadow:910;stunfisk:726;annihilape_shadow:696;dusknoir_shadow:636;altaria:585,cramorant:242;corsola_galarian:323;cradily:343;kingdra:385;dragonair_shadow:429
fletchinder_shadow,Fletchinder (Shadow),80.4,123.3,102.6,143,1811,PECK,FLY,HEAT_WAVE,69.6,65.4,81.8,49.6,jumpluff:912;araquanid:884;ninetales_shadow:678;medicham:650;altaria:503,kingdra:258;cramorant:261;dragonair_shadow:287;cradily:375;corsola_galarian:442
marowak_shadow,Marowak (Shadow),80.4,109.6,148.8,125,2041,MUD_SLAP,BONE_CLUB,ROCK_SLIDE,74.3,62,77.4,59.2,clodsire:884;stunfisk:788;charjabug:728;fearow:544;deoxys_defense:524,cramorant:202;kingdra:233;cradily:340;altaria:380;corsola_galarian:381
muk,Muk,80.4,115.8,111.7,148,1916,POISON_JAB,THUNDER_PUNCH,DARK_PULSE,75.3,65.1,82.2,56.4,ninetales_shadow:638;jumpluff:628;annihilape_shadow:570;araquanid:560;furret:540,dragonair_shadow:307;corsola_galarian:392;cradily:413;altaria:420;kingdra:483
timburr,Timburr,80.4,125.2,85.7,164,1760,LOW_KICK,BRICK_BREAK,ROCK_TOMB,75.3,73.7,74.1,65.6,cradily:844;furret:844;vigoroth:753;snorlax:753;lapras:753,altaria:210;cramorant:261;dragonair_shadow:299;corsola_galarian:312;kingdra:402
tropius,Tropius,80.4,101.4,128,170,2208,AIR_SLASH,LEAF_BLADE,BRUTAL_SWING,77.6,54,79.9,76.3,quagsire_shadow:879;araquanid:673;stunfisk:641;snorlax:538;furret:517,cradily:277;altaria:394;cramorant:424;kingdra:470;corsola_galarian:478
wailord,Wailord,80.4,118.3,67.4,237,1892,ROLLOUT,SURF,RETURN,80.9,64.2,81.5,54.7,aurorus:888;kingdra:586;quagsire_shadow:556;cramorant:512;altaria:504,cradily:253;corsola_galarian:316;dragonair_shadow:354;vigoroth:368;annihilape_shadow:385
farfetchd_galarian,Farfetch'd (Galarian),80.3,137.6,99.7,119,1634,FURY_CUTTER,LEAF_BLADE,BRICK_BREAK,82.5,78.1,74.2,57.5,furret:815;cradily:785;quagsire_shadow:617;stunfisk:558;aurorus:542,dragonair_shadow:248;corsola_galarian:330;altaria:358;cramorant:369;kingdra:436
kangaskhan,Kangaskhan,80.3,114.5,110.8,153,1944,LOW_KICK,BRICK_BREAK,CRUNCH,77.6,68.9,76.9,75.8,corsola_galarian:689;snorlax:637;lapras:607;vigoroth:584;cradily:581,annihilape_shadow:75;cramorant:222;altaria:246;kingdra:398;dragonair_shadow:409
glalie_shadow,Glalie (Shadow),80.2,115.2,120.7,140,1948,ROLLOUT,AVALANCHE,SHADOW_BALL,74.5,69.3,85.2,37.4,altaria:771;charjabug:764;jumpluff:675;cresselia:628;cramorant:535,dragonair_shadow:169;corsola_galarian:406;cradily:437;vigoroth:465;kingdra:474
golbat,Golbat,80.2,117.6,116.2,139,1901,WING_ATTACK,POISON_FANG,SHADOW_BALL,77.6,62,77.1,68.1,annihilape_shadow:679;araquanid:651;jumpluff:629;furret:517;cradily:507,dragonair_shadow:240;cramorant:333;altaria:333;corsola_galarian:399;kingdra:423
muk_shadow,Muk (Shadow),80.2,115.8,111.7,148,1916,POISON_JAB,DARK_PULSE,THUNDER_PUNCH,69.4,58.2,83.8,52.6,jumpluff:597;cradily:577;ninetales_shadow:574;annihilape_shadow:530;furret:530,kingdra:258;cramorant:309;dragonair_shadow:358;corsola_galarian:399;altaria:413
slowpoke,Slowpoke,80.2,104.1,94.9,186,1840,CONFUSION,PSYSHOCK,WATER_PULSE,80.2,72.3,81.1,63.3,aurorus:717;quagsire_shadow:610;lapras:577;altaria:534;cramorant:524,dragonair_shadow:279;corsola_galarian:302;cradily:305;vigoroth:465;kingdra:474
blaziken_shadow,Blaziken (Shadow),80.1,143.9,90.8,119,1556,EMBER,AURA_SPHERE,BLAZE_KICK,87.8,82.8,85.3,24.1,cradily:693;vigoroth:693;annihilape_shadow:634;dragonair_shadow:617;corsola_galarian:558,quagsire_shadow:102;jellicent:227;cramorant:265;altaria:297;kingdra:440
conkeldurr,Conkeldurr,80.1,134,93.8,133,1673,FORCE_PALM,DYNAMIC_PUNCH,BRUTAL_SWING,77,70,76.4,58,aurorus:860;cradily:770;furret:642;quagsire_shadow:597;vigoroth:533,cramorant:226;kingdra:283;corsola_galarian:291;altaria:318;dragonair_shadow:358
xatu,Xatu,80.1,132.2,107.9,119,1698,PECK,PSYSHOCK,AERIAL_ACE,79.9,79.2,79.9,48.8,annihilape_shadow:848;medicham:651;ninetales_shadow:558;snorlax:529;jumpluff:508,dragonair_shadow:251;cradily:336;corsola_galarian:338;altaria:394;kingdra:457
mamoswine,Mamoswine,80,136.2,87.3,138,1642,POWDER_SNOW,ICICLE_SPEAR,HIGH_HORSEPOWER,77.1,53.2,80.6,41.7,stunfisk:923;jumpluff:887;cradily:865;altaria:778;snorlax:518,cramorant:242;corsola_galarian:356;dragonair_shadow:393;vigoroth:437;kingdra:466
primeape,Primeape,80,138.7,100.1,116,1611,KARATE_CHOP,RAGE_FIST,ICE_PUNCH,80.1,76.7,72.5,54.1,aurorus:762;annihilape_shadow:689;dragonair_shadow:685;fearow:607;stunfisk:530,corsola_galarian:273;cramorant:305;kingdra:377;cradily:427;altaria:467
servine_shadow,Servine (Shadow),80,105.8,140.3,142,2110,VINE_WHIP,GRASS_KNOT,WRAP,76.5,62.1,79.4,72,quagsire_shadow:816;lapras:711;jellicent:626;kingdra:619;vigoroth:573,annihilape_shadow:239;cradily:361;altaria:409;dragonair_shadow:417;corsola_galarian:460
conkeldurr_shadow,Conkeldurr (Shadow),79.9,134,93.8,133,1673,FORCE_PALM,DYNAMIC_PUNCH,BRUTAL_SWING,77.1,75,71.6,50.1,aurorus:838;furret:796;cradily:770;vigoroth:695;lapras:601,cramorant:253;corsola_galarian:323;kingdra:334;altaria:344;dragonair_shadow:429
gastrodon,Gastrodon,79.9,113.2,103.4,168,1967,MUD_SLAP,BODY_SLAM,EARTH_POWER,79.8,53.5,78.6,63.8,stunfisk:770;kingdra:636;aurorus:610;vigoroth:595;quagsire_shadow:520,cradily:184;altaria:250;cramorant:305;dragonair_shadow:307;corsola_galarian:460
kabutops,Kabutops,79.9,135.4,119.7,102,1655,FURY_CUTTER,AQUA_JET,STONE_EDGE,73.8,82.9,78.8,35.8,cradily:818;aurorus:725;altaria:642;vigoroth:617;furret:544,annihilape_shadow:146;dragonair_shadow:240;kingdra:258;cramorant:329;corsola_galarian:356
vikavolt_shadow,Vikavolt (Shadow),79.9,144.1,96.6,111,1547,VOLT_SWITCH,X_SCISSOR,DISCHARGE,83.7,80.6,73.9,37.1,cramorant:779;jellicent:743;lapras:725;annihilape_shadow:702;vigoroth:635,dragonair_shadow:208;kingdra:258;corsola_galarian:428;cradily:451;altaria:463
houndstone,Houndstone,79.7,120.3,130.3,119,1866,BITE,SHADOW_BALL,PSYCHIC_FANGS,86.6,83.2,83.4,60.3,corsola_galarian:642;cradily:596;vigoroth:571;dragonair_shadow:554;altaria:512,cramorant:273;kingdra:313;snorlax:347;lapras:382;quagsire_shadow:437
timburr_shadow,Timburr (Shadow),79.7,125.2,85.7,164,1760,LOW_KICK,BRICK_BREAK,ROCK_TOMB,77.1,62.3,71.3,51.6,cradily:814;vigoroth:753;snorlax:692;lapras:692;kingdra:579,annihilape_shadow:146;altaria:224;corsola_galarian:266;cramorant:285;dragonair_shadow:318
chimecho,Chimecho,79.6,119.5,120.8,130,1879,ASTONISH,PSYSHOCK,ENERGY_BALL,74.2,60.1,81.3,52.1,medicham:761;deoxys_defense:646;ninetales_shadow:619;cresselia:511;lapras:507,dragonair_shadow:279;altaria:362;cradily:378;corsola_galarian:438;kingdra:495
claydol_shadow,Claydol (Shadow),79.5,103.5,172.6,121,2164,MUD_SLAP,ROCK_TOMB,SHADOW_BALL,76.1,51,77.4,59.5,stunfisk:818;lapras:632;vigoroth:619;snorlax:615;cradily:574,cramorant:162;corsola_galarian:230;kingdra:347;altaria:365;dragonair_shadow:429
flygon_shadow,Flygon (Shadow),79.5,127.9,109.5,125,1752,DRAGON_TAIL,SAND_TOMB,TWISTER,75.6,60.1,74.4,41.4,cradily:852;stunfisk:724;quagsire_shadow:600;altaria:576;jellicent:524,vigoroth:210;annihilape_shadow:282;kingdra:360;corsola_galarian:381;dragonair_shadow:484
rapidash,Rapidash,79.5,133.6,111.5,112,1670,INCINERATE,DRILL_RUN,WILD_CHARGE,75.6,87.1,73.9,44.2,aurorus:875;araquanid:808;annihilape_shadow:669;snorlax:558;jumpluff:553,cramorant:178;kingdra:326;cradily:354;corsola_galarian:374;altaria:376
toxicroak_shadow,Toxicroak (Shadow),79.5,136.2,93.7,129,1648,POISON_STING,DYNAMIC_PUNCH,SHADOW_BALL,66.1,54,92.7,29.2,dunsparce:841;cradily:810;furret:802;feraligatr:724;vigoroth:686,kingdra:156;dragonair_shadow:216;altaria:351;corsola_galarian:435;cramorant:440
typhlosion_shadow,Typhlosion (Shadow),79.5,132.7,108.8,117,1691,INCINERATE,BLAST_BURN,THUNDER_PUNCH,79.8,75.9,76.9,39.6,araquanid:790;cradily:739;ninetales_shadow:649;corsola_galarian:619;cramorant:619,kingdra:105;dragonair_shadow:204;altaria:311;annihilape_shadow:417;vigoroth:496
zygarde,Zygarde (50% Forme),79.5,114.1,128.3,133,1948,DRAGON_TAIL,CRUNCH,BULLDOZE,76.1,53.1,77.6,62.3,stunfisk:789;charjabug:755;furret:556;ninetales_shadow:518;grumpig:507,kingdra:283;altaria:391;cramorant:424;corsola_galarian:428;cradily:479
hattrem,Hattrem,79.4,122.7,115.7,128,1818,CONFUSION,PSYSHOCK,DAZZLING_GLEAM,75.2,78.1,82.5,54.9,clodsire:855;annihilape_shadow:839;medicham:750;quagsire_shadow:671;ninetales_shadow:605,kingdra:258;dragonair_shadow:338;corsola_galarian:370;altaria:405;cradily:409
leavanny,Leavanny,79.4,129.4,110.2,121,1727,SHADOW_CLAW,LEAF_BLADE,X_SCISSOR,78.1,57,77.8,58.5,annihilape_shadow:847;jellicent:847;quagsire_shadow:793;stunfisk:776;dragonair_shadow:553,cramorant:162;altaria:278;cradily:357;corsola_galarian:395;kingdra:461
zapdos,Zapdos,79.4,135.6,104.6,115,1633,THUNDER_SHOCK,DRILL_PECK,HEAT_WAVE,77.5,73.1,80.1,53.9,fearow:839;annihilape_shadow:800;cramorant:760;jumpluff:652;araquanid:543,cradily:236;corsola_galarian:309;altaria:311;kingdra:402;dragonair_shadow:425
corvisquire,Corvisquire,79.3,118.1,104.7,153,1893,PECK,SKY_ATTACK,PAYBACK,75.8,50.4,84.1,50.8,kingdra:614;jellicent:604;annihilape_shadow:598;corsola_galarian:562;vigoroth:545,quagsire_shadow:189;dragonair_shadow:240;cradily:343;altaria:402;cramorant:488
decidueye_hisuian,Decidueye (Hisuian),79.3,126.9,109.4,127,1765,PSYCHO_CUT,ENERGY_BALL,AURA_SPHERE,76,62,80.8,63.1,quagsire_shadow:795;annihilape_shadow:720;aurorus:712;furret:657;vigoroth:523,cramorant:111;altaria:253;corsola_galarian:320;cradily:375;kingdra:432
fraxure_shadow,Fraxure (Shadow),79.3,144.2,91.5,118,1558,DRAGON_TAIL,AQUA_TAIL,NIGHT_SLASH,86.2,80.4,74.1,30.2,ninetales_shadow:635;grumpig:622;annihilape_shadow:614;kingdra:538;aurorus:538,cradily:357;dragonair_shadow:417;altaria:423;corsola_galarian:435;cramorant:452
kabutops_shadow,Kabutops (Shadow),79.3,135.4,119.7,102,1655,FURY_CUTTER,AQUA_JET,STONE_EDGE,76.8,75.4,76.4,24.6,cradily:818;vigoroth:725;furret:651;aurorus:651;altaria:642,annihilape_shadow:117;jellicent:137;kingdra:258;dragonair_shadow:287;corsola_galarian:471
pumpkaboo_average,Pumpkaboo (Average),79.3,114.2,115.9,126,1670,ASTONISH,GRASS_KNOT,FOUL_PLAY,76.6,52.6,75.3,60.5,jellicent:611;quagsire_shadow:595;corsola_galarian:531;kingdra:531;dragonair_shadow:515,cramorant:253;altaria:351;vigoroth:413;cradily:430;annihilape_shadow:432
slowpoke_galarian,Slowpoke (Galarian),79.3,104.1,94.9,186,1840,CONFUSION,PSYSHOCK,SURF,79.1,77.3,80.2,60.3,medicham:623;annihilape_shadow:559;cradily:545;altaria:534;stunfisk:518,dragonair_shadow:279;corsola_galarian:302;vigoroth:465;kingdra:474;cramorant:496
articuno_galarian,Articuno (Galarian),79.2,134.1,110.9,112,1667,PSYCHO_CUT,FLY,BRAVE_BIRD,73.2,78.1,84.3,33.3,annihilape_shadow:839;araquanid:745;jumpluff:696;medicham:625;snorlax:566,cramorant:178;cradily:295;corsola_galarian:298;altaria:336;kingdra:453
fletchinder,Fletchinder,79.2,123.3,102.6,143,1811,PECK,FLY,HEAT_WAVE,73.3,61.2,80.8,57.7,jumpluff:825;annihilape_shadow:562;vigoroth:520;altaria:510;furret:510,kingdra:216;dragonair_shadow:251;cradily:343;corsola_galarian:363;cramorant:496
garchomp,Garchomp,79.2,132.4,101.4,126,1694,DRAGON_TAIL,TWISTER,SAND_TOMB,73.8,61.8,75.3,46.5,furret:670;altaria:662;quagsire_shadow:595;ninetales_shadow:583;cradily:515,vigoroth:241;kingdra:309;corsola_galarian:338;dragonair_shadow:381;cramorant:464
nidoqueen,Nidoqueen,79.2,116.5,118.4,139,1920,MUD_SLAP,EARTH_POWER,POISON_FANG,78.9,64.2,75.5,63.6,cradily:676;stunfisk:651;annihilape_shadow:629;jellicent:546;snorlax:546,kingdra:224;cramorant:293;dragonair_shadow:342;altaria:362;corsola_galarian:489
seismitoad,Seismitoad,79.2,120.3,100.8,154,1869,MUD_SHOT,EARTH_POWER,ICY_WIND,78.3,73.2,79.2,56.4,stunfisk:785;dragonair_shadow:717;aurorus:678;altaria:639;annihilape_shadow:564,cramorant:206;cradily:256;corsola_galarian:291;kingdra:326;vigoroth:417
wailmer_shadow,Wailmer (Shadow),79.2,116.5,68.2,242,1927,ROLLOUT,SCALD,BODY_SLAM,75.6,70.3,79.5,49.6,aurorus:752;charjabug:626;lapras:601;cramorant:545;medicham:539,dragonair_shadow:169;cradily:312;corsola_galarian:323;altaria:347;kingdra:394
pawmot,Pawmot,79.1,145,95.4,112,1552,THUNDER_SHOCK,BRICK_BREAK,WILD_CHARGE,81.2,64,82.7,38.6,jellicent:776;vigoroth:727;cramorant:678;lapras:638;annihilape_shadow:593,kingdra:173;corsola_galarian:187;altaria:235;cradily:354;dragonair_shadow:385
sirfetchd,Sirfetch'd,79.1,144.7,108,99,1548,FURY_CUTTER,LEAF_BLADE,CLOSE_COMBAT,83,67.3,78.5,37.4,cradily:792;furret:777;vigoroth:691;quagsire_shadow:601;snorlax:590,altaria:184;dragonair_shadow:287;corsola_galarian:338;cramorant:373;kingdra:466
armarouge,Armarouge,79,132.1,109.6,117,1695,INCINERATE,PSYSHOCK,HEAT_WAVE,78.8,83.2,77.8,45.5,annihilape_shadow:811;jumpluff:743;fearow:739;medicham:692;deoxys_defense:572,altaria:340;corsola_galarian:352;kingdra:364;cradily:388;cramorant:416
espurr,Espurr,79,113.4,108.3,145,1783,CONFUSION,PSYSHOCK,ENERGY_BALL,77.8,71,82,54.7,quagsire_shadow:700;lapras:565;vigoroth:544;kingdra:531;cradily:510,dragonair_shadow:318;corsola_galarian:334;altaria:405;annihilape_shadow:467;cramorant:496
kleavor,Kleavor,79,143.6,104.5,104,1561,FURY_CUTTER,X_SCISSOR,ROCK_SLIDE,77.8,83.4,78.5,31,cradily:850;lapras:783;altaria:634;kingdra:591;furret:562,annihilape_shadow:146;dragonair_shadow:287;cramorant:309;corsola_galarian:377;vigoroth:496
nidoqueen_shadow,Nidoqueen (Shadow),79,116.5,118.4,139,1920,MUD_SLAP,EARTH_POWER,POISON_FANG,73.8,60.3,73.5,55.4,vigoroth:705;furret:676;corsola_galarian:672;cradily:633;stunfisk:600,altaria:250;kingdra:275;cramorant:293;annihilape_shadow:303;dragonair_shadow:342
nidorina_shadow,Nidorina (Shadow),79,110.9,113.4,157,1975,POISON_STING,POISON_FANG,DIG,77.9,65.7,74.6,65.3,jumpluff:627;cradily:605;altaria:535;annihilape_shadow:515;furret:515,corsola_galarian:280;cramorant:333;vigoroth:341;kingdra:347;dragonair_shadow:472
wormadam_plant,Wormadam (Plant),79,110,144.8,128,2040,SUCKER_PUNCH,ENERGY_BALL,BUG_BUZZ,75,49.8,80.9,71.5,kingdra:679;annihilape_shadow:656;jellicent:636;vigoroth:617;quagsire_shadow:570,cramorant:202;cradily:208;altaria:257;dragonair_shadow:307;corsola_galarian:460
galvantula,Galvantula,78.9,138.2,96.4,122,1627,VOLT_SWITCH,DISCHARGE,LUNGE,77.8,75.6,79.2,46,cramorant:807;furret:557;lapras:532;jellicent:524;vigoroth:512,dragonair_shadow:220;kingdra:258;corsola_galarian:352;altaria:365;cradily:378
gengar,Gengar,78.9,154.3,95.4,98,1444,SHADOW_CLAW,SHADOW_PUNCH,DARK_PULSE,83.4,72.9,73.7,34,annihilape_shadow:882;dragonair_shadow:627;cramorant:612;kingdra:612;cradily:520,snorlax:152;quagsire_shadow:201;vigoroth:372;altaria:380;corsola_galarian:496
stoutland,Stoutland,78.9,123.8,116.2,125,1799,TAKE_DOWN,WILD_CHARGE,CRUNCH,70.9,50.3,84.3,54.7,jellicent:700;araquanid:580;snorlax:572;corsola_galarian:564;lapras:536,altaria:264;cradily:319;kingdra:330;dragonair_shadow:358;cramorant:384
talonflame,Talonflame,78.9,121.4,112.6,135,1847,INCINERATE,FLY,BRAVE_BIRD,72.9,54.2,79.9,58.5,snorlax:644;annihilape_shadow:588;furret:588;vigoroth:544;corsola_galarian:514,kingdra:105;dragonair_shadow:157;cramorant:162;cradily:461;altaria:474
haxorus_shadow,Haxorus (Shadow),78.8,151.4,95.1,103,1485,DRAGON_TAIL,NIGHT_SLASH,SURF,81.9,79.5,76.5,27.7,grumpig:645;fearow:645;annihilape_shadow:601;ninetales_shadow:592;stunfisk:533,kingdra:343;cradily:371;corsola_galarian:413;altaria:449;cramorant:460
kricketune,Kricketune,78.8,127.7,89.5,153,1751,FURY_CUTTER,X_SCISSOR,AERIAL_ACE,77.1,62.3,78.5,62.5,cradily:800;grumpig:800;medicham:640;dragonair_shadow:552;annihilape_shadow:516,cramorant:293;corsola_galarian:302;altaria:311;vigoroth:427;kingdra:474
thundurus_incarnate_shadow,Thundurus (Incarnate) (Shadow),78.8,148.1,95.5,107,1514,THUNDER_SHOCK,THUNDER_PUNCH,BRICK_BREAK,83.5,73.4,73.7,38.6,jellicent:808;annihilape_shadow:742;cramorant:705;kingdra:658;vigoroth:658,quagsire_shadow:319;cradily:361;corsola_galarian:363;altaria:376;dragonair_shadow:405
haunter,Haunter,78.6,161.1,85.5,101,1392,SHADOW_CLAW,SHADOW_PUNCH,ICE_PUNCH,81.7,68.7,78.8,32.5,annihilape_shadow:886;jellicent:722;altaria:698;cramorant:569;dragonair_shadow:549,quagsire_shadow:226;corsola_galarian:233;vigoroth:310;cradily:461;kingdra:466
slowpoke_shadow,Slowpoke (Shadow),78.6,104.1,94.9,186,1840,CONFUSION,PSYSHOCK,WATER_PULSE,79.8,69,79.4,56.4,annihilape_shadow:841;snorlax:663;kingdra:599;cramorant:583;vigoroth:532,jellicent:211;dragonair_shadow:338;cradily:357;corsola_galarian:370;altaria:405
blaziken,Blaziken,78.5,143.9,90.8,119,1556,EMBER,AURA_SPHERE,BLAST_BURN,82.9,68.1,81.5,32.5,aurorus:844;furret:806;vigoroth:768;snorlax:710;annihilape_shadow:617,altaria:275;cramorant:309;kingdra:381;corsola_galarian:417;cradily:434
toxicroak,Toxicroak,78.5,136.2,93.7,129,1648,POISON_STING,DYNAMIC_PUNCH,SHADOW_BALL,73.7,47.6,86.2,38.9,furret:841;vigoroth:763;cradily:627;aurorus:565;snorlax:531,cramorant:162;dragonair_shadow:181;altaria:326;corsola_galarian:381;kingdra:491
hydrapple,Hydrapple,78.4,122.2,110.7,136,1841,DRAGON_TAIL,SEED_BOMB,OUTRAGE,74,57,75.1,56.7,quagsire_shadow:845;snorlax:591;furret:544;jellicent:525;vigoroth:511,kingdra:283;altaria:344;dragonair_shadow:358;cradily:361;corsola_galarian:431
scyther_shadow,Scyther (Shadow),78.4,134.8,109.4,113,1668,FURY_CUTTER,NIGHT_SLASH,X_SCISSOR,81.9,73.7,76.2,40.4,cradily:796;grumpig:756;vigoroth:743;dragonair_shadow:676;quagsire_shadow:676,kingdra:233;altaria:304;cramorant:337;annihilape_shadow:357;corsola_galarian:377
tyrantrum_shadow,Tyrantrum (Shadow),78.4,129,115.1,116,1724,DRAGON_TAIL,CRUNCH,ROCK_TOMB,74,51.7,72.3,39.1,ninetales_shadow:625;jellicent:581;snorlax:581;altaria:517;jumpluff:517,kingdra:360;dragonair_shadow:452;corsola_galarian:456;cradily:489;vigoroth:493
magcargo,Magcargo,78.3,110.9,156.3,117,2029,EMBER,ROCK_TOMB,OVERHEAT,71.4,40.1,76.9,64.1,jumpluff:790;altaria:632;furret:619;ninetales_shadow:615;corsola_galarian:576,kingdra:88;dragonair_shadow:110;vigoroth:168;cramorant:448;cradily:465
wormadam_sandy,Wormadam (Sandy),78.3,110,144.8,128,2040,SUCKER_PUNCH,BULLDOZE,BUG_BUZZ,71.7,56,83.8,65.6,stunfisk:847;cradily:671;corsola_galarian:574;jellicent:531;furret:531,kingdra:275;cramorant:293;altaria:307;vigoroth:337;dragonair_shadow:350
staravia,Staravia,78.2,131.9,91.5,135,1631,WING_ATTACK,BRAVE_BIRD,FLY,63.5,44.6,82.5,40.9,jumpluff:862;dusknoir_shadow:740;corsola_galarian:700;jellicent:651;araquanid:629,kingdra:216;dragonair_shadow:216;cramorant:242;cradily:315;altaria:376
blacephalon,Blacephalon,78.1,173.6,88.4,84,1290,INCINERATE,MIND_BLOWN,SHADOW_BALL,70.2,43.7,89.6,33.5,vigoroth:750;annihilape_shadow:732;cradily:726;snorlax:625;altaria:547,kingdra:118;jellicent:182;corsola_galarian:183;dragonair_shadow:228;cramorant:476
hitmonlee_shadow,Hitmonlee (Shadow),78.1,141.8,118.9,94,1586,LOW_KICK,BLAZE_KICK,BRICK_BREAK,80.1,66.8,72.8,38.4,furret:781;aurorus:739;cradily:728;vigoroth:675;snorlax:569,corsola_galarian:244;kingdra:288;altaria:304;cramorant:333;dragonair_shadow:354
nidoking,Nidoking,78.1,129.4,105.2,127,1731,POISON_STING,AVALANCHE,EARTH_POWER,70.1,67.8,84.5,46.8,jumpluff:917;altaria:759;cradily:598;stunfisk:566;ninetales_shadow:531,cramorant:162;dragonair_shadow:181;corsola_galarian:298;vigoroth:386;kingdra:427
tyrantrum,Tyrantrum,78.1,129,115.1,116,1724,DRAGON_TAIL,ROCK_TOMB,CRUNCH,74.5,54.8,73.4,47.5,ninetales_shadow:668;charjabug:650;jellicent:534;cramorant:517;araquanid:517,kingdra:309;dragonair_shadow:381;corsola_galarian:384;cradily:420;altaria:434
grimer,Grimer,78,121,88.2,172,1836,POISON_JAB,SLUDGE,MUD_BOMB,73.5,64,79.4,52.4,jumpluff:927;cradily:636;ninetales_shadow:625;furret:546;araquanid:534,corsola_galarian:248;kingdra:309;dragonair_shadow:350;vigoroth:451;altaria:471
pinsir_shadow,Pinsir (Shadow),78,139.6,112.6,102,1604,FURY_CUTTER,CLOSE_COMBAT,X_SCISSOR,75.8,63.7,78.5,33.5,cradily:750;vigoroth:700;lapras:671;furret:651;quagsire_shadow:558,cramorant:142;altaria:304;corsola_galarian:309;kingdra:309;dragonair_shadow:358
tyrunt,Tyrunt,78,126.6,107.8,129,1763,DRAGON_TAIL,ROCK_TOMB,STOMP,75.3,61.8,69,48.6,ninetales_shadow:689;charjabug:662;altaria:624;cramorant:550;jellicent:534,kingdra:309;dragonair_shadow:381;corsola_galarian:406;cradily:475;vigoroth:475
armaldo_shadow,Armaldo (Shadow),77.9,133.9,109.1,115,1680,FURY_CUTTER,ROCK_BLAST,LIQUIDATION,80.1,73.1,75,31.8,cradily:852;grumpig:734;vigoroth:634;furret:513;aurorus:504,cramorant:162;corsola_galarian:330;dragonair_shadow:358;altaria:420;kingdra:466
delphox,Delphox,77.9,132.6,115.6,110,1687,SCRATCH,PSYSHOCK,BLAST_BURN,76.5,72.9,78.6,39.1,jumpluff:895;annihilape_shadow:790;ninetales_shadow:695;kingdra:563;snorlax:550,dragonair_shadow:216;cramorant:242;corsola_galarian:338;cradily:361;altaria:365
toedscruel,Toedscruel,77.9,108.9,143.5,131,2047,MUD_SLAP,SEED_BOMB,EARTH_POWER,75.8,42,76.7,70.4,quagsire_shadow:759;vigoroth:637;kingdra:606;cradily:591;corsola_galarian:503,altaria:184;annihilape_shadow:239;cramorant:265;dragonair_shadow:279;jellicent:477
zangoose,Zangoose,77.9,144.7,87.7,122,1550,FURY_CUTTER,CLOSE_COMBAT,NIGHT_SLASH,82.4,63.7,68.3,41.2,corsola_galarian:811;cradily:790;snorlax:750;lapras:750;vigoroth:668,annihilape_shadow:132;cramorant:162;kingdra:233;altaria:289;dragonair_shadow:488
bayleef,Bayleef,77.8,105.5,141.5,142,2122,MAGICAL_LEAF,ANCIENT_POWER,ENERGY_BALL,70.6,40.7,80.6,68.4,quagsire_shadow:926;stunfisk:834;jellicent:669;lapras:524;corsola_galarian:514,dragonair_shadow:192;altaria:293;cradily:322;vigoroth:479;kingdra:491
charizard,Charizard,77.8,132.7,108.8,117,1691,EMBER,BLAST_BURN,AIR_CUTTER,79.9,61,79.7,53.1,jumpluff:910;fearow:739;grumpig:700;annihilape_shadow:576;snorlax:538,cramorant:123;altaria:246;kingdra:288;cradily:354;corsola_galarian:395
grimer_shadow,Grimer (Shadow),77.8,122.7,86.8,171,1824,POISON_JAB,SLUDGE,MUD_BOMB,67.4,60.3,79,46.5,jumpluff:891;ninetales_shadow:543;cradily:535;charjabug:532;furret:505,kingdra:300;cramorant:309;dragonair_shadow:322;corsola_galarian:330;altaria:478
vikavolt,Vikavolt,77.8,144.1,96.6,111,1547,VOLT_SWITCH,X_SCISSOR,FLY,81.1,78.4,77.4,38.4,cramorant:833;grumpig:725;fearow:711;medicham:576;kingdra:531,dragonair_shadow:177;cradily:381;corsola_galarian:384;altaria:423;vigoroth:468
